DATE,CATEGORIES,PAYMENT_MODE,DESCRIPTION,AMOUNTS,CASHBACK
2024-12-05,Entertainment,Gpay,Tour,7101.62,415.92
2024-12-15,Utilities,Debit_card,Internet bill,9016.54,119.92
2024-12-22,Utilities,Bank_transfer,Water bill,5610.72,62.77
2024-12-07,Subscription,Paytm,Amazon Prime,9317.07,642.53
2024-12-12,Groceries,Paypal,Monthly groceries,9095.41,219.54
2024-12-28,Groceries,Gpay,Monthly groceries,8518.87,142.03
2024-12-20,Travel,Credit_card,Flights,4536.76,129.99
2024-12-04,Entertainment,Paytm,Went to movies,8830.71,10.35
2024-12-17,Utilities,Bank_transfer,Electricity bill,4676.35,139.12
2024-12-25,Subscription,Debit_card,Amazon Prime,1485.21,43.67
2024-12-21,Utilities,Cash,Electricity bill,5640.79,525.63
2024-12-01,Groceries,Cash,Monthly groceries,6116.55,339.1
2024-12-13,Travel,Gpay,Flights,5500.09,191.96
2024-12-05,Subscription,Bank_transfer,Amazon Prime,4116.11,317.52
2024-12-11,Insurance,Paytm,Life,9335.75,583.97
2024-12-06,Travel,Bank_transfer,Accommodation,6489.17,188.69
2024-12-05,Subscription,Credit_card,Netflix,2621.91,44.96
2024-12-03,Rent,Credit_card,Monthly house rent,8964.29,618.43
2024-12-17,Groceries,Check,Monthly groceries,2423.68,42.54
2024-12-07,Rent,Gpay,Monthly house rent,4666.68,359.41
2024-12-15,Rent,Visa,Monthly house rent,2441.64,129.18
2024-12-23,Rent,Credit_card,Monthly house rent,7704.75,318.34
2024-12-18,Insurance,Credit_card,Life,1171.56,64.33
2024-12-30,Entertainment,Paytm,Day off,9808.51,189.26
2024-12-01,Travel,Credit_card,Transportation,2108.27,4.82
2024-12-28,Entertainment,Debit_card,Tour,7726.74,451.88
2024-12-28,Insurance,Gpay,Car,1340.67,80.15
2024-12-15,Travel,Visa,Flights,7488.52,348.04
2024-12-26,Entertainment,Check,Tour,7680.0,478.05
2024-12-29,Travel,Bank_transfer,Accommodation,8988.77,694.18
2024-12-24,Travel,Visa,Transportation,9387.88,617.74
2024-12-16,Entertainment,Bank_transfer,Went to movies,6958.17,338.6
2024-12-18,Insurance,Paytm,Life,5506.65,127.53
2024-12-19,Travel,Credit_card,Flights,7531.0,468.6
2024-12-16,Travel,Paypal,Flights,1856.13,137.85
2024-12-07,Insurance,Paypal,Car,9210.28,229.56
2024-12-19,Rent,Debit_card,Monthly house rent,3949.87,213.42
2024-12-24,Rent,Gpay,Monthly house rent,6718.97,432.82
2024-12-04,Entertainment,Debit_card,Day off,5877.47,45.69
2024-12-24,Insurance,Bank_transfer,Life,9069.99,172.51
2024-12-20,Subscription,Credit_card,Netflix,2433.73,39.68
2024-12-05,Travel,Visa,Transportation,4205.37,370.4
2024-12-21,Groceries,Gpay,Monthly groceries,6073.78,217.28
2024-12-24,Subscription,Credit_card,Amazon Prime,6987.23,95.05
2024-12-27,Subscription,Credit_card,Amazon Prime,9437.99,701.99
2024-12-08,Insurance,Cash,Car,3032.58,88.15
2024-12-15,Entertainment,Debit_card,Day off,4582.42,439.9
2024-12-10,Insurance,Visa,Car,7556.26,269.29
2024-12-01,Subscription,Bank_transfer,Amazon Prime,1906.28,149.47
2024-12-10,Entertainment,Debit_card,Day off,7082.13,599.38
2024-12-30,Travel,Bank_transfer,Accommodation,8376.65,802.41
2024-12-03,Utilities,Bank_transfer,Electricity bill,9237.21,65.41
2024-12-15,Subscription,Cash,Netflix,5505.0,364.16
2024-12-21,Entertainment,Bank_transfer,Went to movies,6194.95,331.7
